ZIP,sdi_score,quintile,lng,lat
87825,65,4,-107.6603,33.94509
87827,8,1,-108.12546,34.36366
87828,61,4,-106.92056,34.20567
87829,13,1,-108.64369,34.25215
87830,31,2,-108.73884,33.70362
87831,23,2,-106.88722,34.28303
87832,24,2,-106.83284,33.83949
87901,72,4,-107.01908,33.1753
87930,59,3,-107.33762,32.84962
87931,25,2,-107.33657,32.93379
87933,NA,NA,-107.27885,32.79115
87935,19,1,-107.22903,33.25423
87936,48,3,-107.26284,32.7544
87937,85,5,-107.1972,32.60008
87939,1,1,-107.36566,33.40339
87940,31,2,-106.99465,32.60986
87941,63,4,-107.21424,32.7055
87942,23,2,-107.42951,33.09447
87943,12,1,-107.6817,33.44312
88001,92,5,-106.75318,32.29026
88002,28,2,-106.45804,32.38275
88003,2,1,-106.74566,32.27868
88004,12,1,-106.94908,32.25022
88005,72,4,-106.99027,32.22757
88007,61,4,-106.9984,32.37103
88008,81,5,-106.74188,31.81867
88009,59,3,-108.53627,31.91248
88011,36,2,-106.58519,32.39533
88012,67,4,-106.77135,32.58898
88020,40,3,-108.82192,31.78203
88021,81,5,-106.81639,31.97338
88022,58,3,-108.18766,32.80238
88023,88,5,-108.07749,32.71106
88024,68,4,-106.61803,32.06539
88025,55,3,-108.71984,33.10087
88026,83,5,-108.15741,32.75833
88027,54,3,-106.68143,32.03625
88028,21,2,-108.67807,32.95131
88029,66,4,-107.70225,31.84339
88030,78,4,-107.72768,32.19039
88034,23,2,-107.96764,32.58114
88038,20,2,-108.42625,33.0722
88039,7,1,-108.71909,33.35081
88040,26,2,-108.44025,31.6197
88041,35,2,-107.89654,32.78367
88042,34,2,-107.56385,32.80979
88043,53,3,-108.11762,32.61358
88044,76,4,-107.08116,32.01977
88045,79,4,-108.71057,32.3298
88046,77,4,-106.79674,32.26797
88047,58,3,-106.71556,32.21444
88048,83,5,-106.6581,32.14966
88049,4,1,-108.06782,33.04814
88051,4,1,-108.94299,33.01471
88052,53,3,-106.60186,32.45034
88053,32,2,-108.21378,32.89601
88055,9,1,-108.73985,32.7497
88056,21,2,-109.00295,31.84062
88061,60,4,-108.40888,32.6211
88063,90,5,-106.58259,31.80715
88065,47,3,-108.30231,32.71375
88072,70,4,-106.61329,32.14242
88081,79,4,-106.28821,32.24958
88101,76,4,-103.26616,34.50114
88103,1,1,-103.31551,34.38418
88112,44,3,-103.15863,34.91023
88113,8,1,-103.08894,33.81968
88114,32,2,-103.43052,33.51026
88115,34,2,-103.34466,33.93185
88116,40,3,-103.82335,33.89425
88118,47,3,-103.6645,34.23626
88119,59,3,-104.40041,34.34782
88120,48,3,-103.42523,34.90329
88121,5,1,-103.97721,34.67979
88124,30,2,-103.6473,34.52771
88125,23,2,-103.24997,33.67137
88126,40,3,-103.35359,33.81642
88130,82,5,-103.31825,34.1285
88132,59,3,-103.18855,33.92382
88134,29,2,-104.00487,34.37413
88135,67,4,-103.08204,34.5623
88136,51,3,-104.83347,34.25356
88201,53,3,-104.48932,33.66517
88203,86,5,-104.43904,33.22169
88210,52,3,-104.22567,32.77272
88220,51,3,-104.41732,32.31421
88230,61,4,-104.39764,33.21396
88231,60,4,-103.26873,32.42376
88232,66,4,-104.1568,33.06398
88240,70,4,-103.43454,32.67285
88242,23,2,-103.16014,32.81654
88250,34,2,-104.91851,32.72882
88252,34,2,-103.39452,32.16345
88253,39,2,-104.54852,32.98767
88254,1,1,-104.40779,32.62876
88255,33,2,-103.99923,32.81091
88256,62,4,-103.88924,32.19543
88260,71,4,-103.39801,32.98698
88262,1,1,-103.40694,33.12871
88263,28,2,-104.09006,32.09091
88264,59,3,-103.70089,32.86351
88265,56,3,-103.34642,32.58421
88267,68,4,-103.39329,33.30983
88268,7,1,-104.37939,32.17632
88301,53,3,-105.85191,33.7494
88310,66,4,-106.07231,32.71809
88311,49,3,-105.98875,32.80689
88312,10,1,-105.64397,33.43186
88314,69,4,-105.86725,33.10061
88316,53,3,-105.36895,33.77306
88317,34,2,-105.67442,32.86081
88318,13,1,-105.44166,34.22491
88321,14,1,-105.45564,34.76815
88323,NA,NA,-105.56488,33.48534
88324,43,3,-105.47268,33.38666
88325,9,1,-105.86027,32.8529
88330,41,3,-106.09951,32.87046
88336,66,4,-105.28552,33.31883
88337,20,2,-105.89025,32.99141
88338,1,1,-105.38468,33.53723
88339,42,3,-105.32141,32.9561
88340,97,5,-105.61211,33.17859
88341,6,1,-105.79161,33.50811
88342,12,1,-106.10469,32.38926
88343,37,2,-105.06772,33.23504
88344,54,3,-105.2235,32.5105
88345,31,2,-105.67092,33.35127
88346,88,5,-105.54073,33.34814
88347,46,3,-105.64704,32.72757
88348,53,3,-105.39858,33.41675
88349,1,1,-105.80313,32.795
88350,65,4,-105.67669,32.6031
88351,48,3,-105.09777,33.47154
88352,63,4,-106.00712,33.18745
88353,62,4,-105.1034,34.49912
88354,16,1,-105.49297,32.73771
88355,NA,NA,-105.6694,33.36288
88401,67,4,-103.80942,35.08984
88410,10,1,-103.30767,35.90263
88411,5,1,-103.16248,35.23488
88414,24,2,-104.02073,36.77484
88415,52,3,-103.32643,36.35171
88416,20,2,-104.21511,35.44255
88417,12,1,-104.25309,34.93076
88418,36,2,-103.63874,36.74995
88419,13,1,-103.54734,36.91839
88421,12,1,-104.49731,35.32691
88422,9,1,-103.98655,36.33791
88424,1,1,-103.6554,36.43714
88426,20,2,-103.47607000000001,35.52366
88427,30,2,-103.76417,34.78172
88430,1,1,-103.21357,35.65348
88431,NA,NA,-104.33677,35.21256
88434,32,2,-103.34013,35.12367
88435,61,4,-104.8133,34.90262
88436,36,2,-103.13345,36.14965
89001,30,2,-115.39564,37.40035
89002,29,2,-114.96181,35.99846
89003,36,2,-116.7331,36.94925
89004,8,1,-115.41261,36.04164
89005,40,3,-114.84805,36.00875
89007,31,2,-114.22915,36.68605
89008,38,2,-114.50414,37.26441
89010,66,4,-118.08079,37.82511
89011,48,3,-114.9651,36.0848
89012,25,2,-115.04314,36.01192
89013,59,3,-117.34393,37.34574
89014,64,4,-115.0577,36.06153
89015,70,4,-114.9282,36.03887
89017,1,1,-115.30344,37.70485
89018,77,4,-115.66802,36.57063
89019,49,3,-115.51606,35.76949
89020,68,4,-116.42454,36.56232
89021,14,1,-114.47863,36.6255
89022,7,1,-117.01489,38.51839
89025,60,4,-114.74777,36.71387
89026,NA,NA,-115.28475,35.74922
89027,52,3,-114.08857,36.81374
89029,76,4,-114.68607,35.12561
89030,100,5,-115.12313,36.21235
89031,59,3,-115.17075,36.25846
89032,75,4,-115.17358,36.22239
89039,16,1,-114.8725,35.26581
89040,27,2,-114.53541,36.35322
89042,31,2,-114.35862,37.79819
89043,43,3,-114.39018,38.30434
89044,4,1,-115.05632,35.93986
89045,19,1,-117.06987,38.85618
89046,91,5,-114.8338,35.51207
89047,7,1,-117.6386,37.75776
89048,60,4,-115.98833,36.16452
89049,80,5,-116.41205,38.37741
89052,26,2,-115.10788,35.97988
89054,4,1,-115.19055,35.92093
89060,59,3,-116.05769,36.38854
89061,17,1,-115.89957,36.07143
89074,37,2,-115.08113,36.03639
89081,71,4,-115.10703,36.2586
89084,24,2,-115.1569,36.29749
89085,8,1,-115.19817,36.30955
89086,67,4,-115.10997,36.28361
89101,100,5,-115.12234,36.17279
89102,98,5,-115.18662,36.1453
89103,88,5,-115.21215,36.11236
89104,96,5,-115.10932,36.15118
89106,99,5,-115.16253,36.18207
89107,92,5,-115.209,36.17049
89108,91,5,-115.2237,36.20508
89109,80,5,-115.16327,36.12603
89110,92,5,-115.05549,36.17367
89113,51,3,-115.26236,36.06017
89115,99,5,-115.04285,36.25374
89117,55,3,-115.28001,36.14267
89118,70,4,-115.21306,36.07778
89119,96,5,-115.14606,36.08452
89120,68,4,-115.09585,36.08065
89121,89,5,-115.09135,36.12141
89122,79,4,-115.03783,36.10399
89123,52,3,-115.14908,36.0352
89124,14,1,-115.60096,36.34074
89128,72,4,-115.26439,36.19678
89129,38,2,-115.29025,36.23325
89130,44,3,-115.22671,36.25348
89131,18,1,-115.24256,36.3064
89134,10,1,-115.3078,36.20262
89135,20,2,-115.37163,36.09531
89138,19,1,-115.36499,36.20212
89139,41,3,-115.21117,36.03429
89141,21,2,-115.2074,35.98813
89142,83,5,-115.031,36.14812
89143,16,1,-115.29288,36.32168
89144,32,2,-115.31943,36.17746
89145,56,3,-115.27618,36.16748
89146,84,5,-115.22679,36.14323
89147,68,4,-115.27985,36.11289
89148,45,3,-115.29676,36.06337
89149,30,2,-115.29462,36.2708
89156,91,5,-114.98176,36.15906
89161,1,1,-115.48284,36.03552
89166,51,3,-115.4686,36.33733
89169,99,5,-115.14184,36.12405
89178,27,2,-115.29541,35.98783
89179,11,1,-115.32794,35.8916
89183,53,3,-115.15799,35.99619
89191,1,1,-115.00407,36.2473
89301,44,3,-114.76615,39.52872
89310,54,3,-117.13758,39.47836
89311,5,1,-114.19288,39.16715
89314,71,4,-115.64186,38.86222
89316,12,1,-116.01497,39.67956
89317,10,1,-115.08418,38.87915
89318,39,2,-114.8188,39.43783
89319,39,2,-114.98724,39.27915
89402,NA,NA,-120.00259,39.23075
89403,49,3,-119.48633,39.25838
89404,1,1,-118.88807,41.80704
89405,10,1,-119.46926,40.45057
89406,62,4,-118.27364,39.46614
89408,51,3,-119.02706,39.71675
89409,14,1,-117.98088,38.83828
89410,41,3,-119.54802,38.78368
89411,2,1,-119.85301,39.01837
89412,23,2,-119.69501,41.13904
89413,13,1,-119.92095,39.07389
89414,57,3,-117.22765,41.04934
89415,74,4,-118.77958,38.50993
89418,33,2,-118.03851,40.5669
89419,80,5,-118.29831,40.34309
89420,62,4,-118.18051,38.50802
89421,89,5,-117.94724,42.04485
89422,10,1,-118.17911,38.42008
89423,9,1,-119.74636,39.01561
89424,78,4,-119.49396,40.10964
89425,59,3,-117.88461,41.65695
89426,6,1,-117.59307,41.45402
89427,90,5,-118.70553,38.94556
89428,36,2,-119.63099,39.25691
89429,62,4,-119.29063,39.36221
89430,11,1,-119.31785,38.79567
89431,93,5,-119.75005,39.53865
89433,79,4,-119.77817,39.59758
89434,55,3,-119.53318,39.54019
89436,15,1,-119.69854,39.61086
89438,1,1,-117.12004,40.79671
89439,27,2,-119.99008,39.52291
89440,14,1,-119.66212,39.29597
89441,21,2,-119.68755,39.68131
89442,82,5,-119.35082,39.69511
89444,29,2,-119.35101,38.72695
89445,45,3,-118.02515,41.06767
89446,16,1,-117.9532,40.87879
89447,77,4,-119.11712,38.83148
89448,9,1,-119.92412,39.00789
89449,33,2,-119.90688,38.96433
89450,43,3,-119.93832,39.24135
89451,23,2,-119.94534,39.26775
89460,39,2,-119.79085,38.90136
89501,82,5,-119.81262,39.52602
89502,95,5,-119.74701,39.49383
89503,80,5,-119.83991,39.54112
89506,61,4,-119.82646,39.70084
89508,24,2,-119.92728,39.78504
89509,62,4,-119.8273,39.49637
89510,18,1,-119.73734,39.93619
89511,13,1,-119.88822,39.407470000000004
89512,98,5,-119.80074,39.55322
89519,5,1,-119.86003,39.48518
89521,15,1,-119.67611,39.37215
89523,38,2,-119.91309,39.52387
89701,71,4,-119.72087,39.13944
89703,24,2,-119.8486,39.15359
89704,2,1,-119.81712,39.26789
89705,39,2,-119.83689,39.09003
89706,84,5,-119.69974,39.22002
89801,53,3,-115.76076,41.18096
89815,4,1,-115.59504,40.56652
89820,58,3,-116.97134,40.43192
89821,25,2,-116.41218,40.55585
89822,32,2,-116.189,40.49237
89823,1,1,-115.22821,40.96431
89825,96,5,-114.71103,41.90422
89826,28,2,-115.41386,41.93262
89828,1,1,-115.36403,40.77384
89830,74,4,-114.22677,41.32794
89831,1,1,-116.03935,41.75992
89832,90,5,-116.19537,41.98001
89833,53,3,-115.34201,40.4692
89834,51,3,-116.24843,41.42358
89835,37,2,-114.87765,41.2848
89883,89,5,-114.18217,40.84711
90001,99,5,-118.24904,33.97365
90002,100,5,-118.24679,33.94906
90003,100,5,-118.27368,33.96409
90004,94,5,-118.31101,34.07624
90005,99,5,-118.30909,34.05939
90006,100,5,-118.29411,34.04807
90007,100,5,-118.28486,34.02819
90008,91,5,-118.3428,34.01037
90010,72,4,-118.31262,34.06209
90011,100,5,-118.25861,34.00689
90012,93,5,-118.23878,34.06679
90013,96,5,-118.24,34.04435
90014,89,5,-118.25182,34.04302
90015,100,5,-118.26625,34.03932
90016,95,5,-118.35436,34.02881
90017,99,5,-118.26447,34.05306
90018,98,5,-118.31737,34.0286
90019,93,5,-118.33874,34.04861
90020,91,5,-118.30986,34.06638
90021,100,5,-118.23889,34.02909
90022,98,5,-118.15608,34.02455
90023,99,5,-118.19986,34.02264
90024,67,4,-118.43521,34.06565
90025,61,4,-118.44583,34.04551
90026,95,5,-118.2637,34.07883
90027,76,4,-118.29049,34.12515
90028,93,5,-118.3268,34.09982
90029,98,5,-118.29467,34.08983
90031,97,5,-118.21081,34.08122
90032,94,5,-118.17835,34.0793
90033,100,5,-118.21165,34.05117
90034,72,4,-118.39936,34.03059
90035,48,3,-118.38577,34.05139
90036,47,3,-118.34978,34.07013
90037,100,5,-118.28747,34.00271
90038,98,5,-118.32671,34.08882
90039,62,4,-118.26153,34.11242
90040,89,5,-118.1489,33.99318
90041,67,4,-118.20746,34.13749
90042,90,5,-118.192,34.11475
90043,90,5,-118.33519,33.98876
90044,100,5,-118.29194,33.95253
90045,44,3,-118.40028,33.95302
90046,56,3,-118.36575,34.10752
90047,92,5,-118.30899,33.95456
90048,38,2,-118.3727,34.07293
90049,18,1,-118.48976,34.08749
90056,24,2,-118.36884,33.99361
90057,100,5,-118.27704,34.06205
90058,100,5,-118.21452,34.00264
90059,100,5,-118.2491,33.92709
90061,99,5,-118.27383,33.92037
90062,98,5,-118.30904,34.0035
90063,98,5,-118.18583,34.0452
90064,33,2,-118.42653,34.0358
90065,87,5,-118.22813,34.10867
90066,66,4,-118.43104,34.00166
90067,12,1,-118.41373,34.0565
90068,40,3,-118.32914,34.12794
90069,40,3,-118.38154,34.09401
90071,NA,NA,-118.25518,34.05239
90073,48,3,-118.45956,34.05738
90077,4,1,-118.45591,34.10536
90079,NA,NA,-118.25541,34.04058
90089,61,4,-118.2856,34.02158
90094,32,2,-118.41837,33.97523
90095,NA,NA,-118.44334,34.07121
90201,98,5,-118.1709,33.97113
90210,23,2,-118.41505,34.10251
90211,48,3,-118.38293,34.06498
90212,44,3,-118.40173,34.06208
90220,91,5,-118.23591,33.88058
90221,95,5,-118.20614,33.88542
90222,97,5,-118.23721,33.91213
90230,63,4,-118.39487,33.99691
90232,55,3,-118.39157,34.01859
90240,45,3,-118.11803,33.9564
90241,77,4,-118.1295,33.94076
90242,79,4,-118.14167,33.92216
90245,38,2,-118.40161,33.91709
90247,87,5,-118.29735,33.89159
90248,60,4,-118.28362,33.87689
90249,71,4,-118.31707,33.90152
90250,90,5,-118.34996,33.91383
90254,16,1,-118.39616,33.86532
90255,98,5,-118.21725,33.97697
90260,83,5,-118.34952,33.88768
90262,95,5,-118.20133,33.92384
90263,7,1,-118.70809,34.03919
90265,21,2,-118.84995,34.07282
90266,8,1,-118.39705,33.88968
90270,98,5,-118.18774,33.98856
90272,5,1,-118.54459,34.08066
90274,1,1,-118.3684,33.77732
90275,6,1,-118.36338,33.7555
90277,22,2,-118.38441,33.83099
90278,26,2,-118.37028,33.87362
90280,92,5,-118.19256,33.94453
90290,15,1,-118.6125,34.09725
90291,56,3,-118.46315,33.99447
90292,44,3,-118.44707,33.97865
90293,27,2,-118.43745,33.95071
90301,97,5,-118.35863,33.95647
90302,93,5,-118.35565,33.97472
90303,97,5,-118.33112,33.93601
90304,98,5,-118.35879,33.93736
90305,55,3,-118.33113,33.9583
90401,53,3,-118.49251,34.01584
90402,15,1,-118.50391,34.03598
90403,40,3,-118.48975,34.03164
90404,75,4,-118.47381,34.02665
90405,53,3,-118.4679,34.01208
90501,78,4,-118.31419,33.8336
90502,53,3,-118.29291,33.83497
90503,39,2,-118.3538,33.84089
90504,43,3,-118.33135,33.86693
90505,24,2,-118.34775,33.80904
90506,NA,NA,-118.33044,33.88493
90601,60,4,-118.03287,34.0078
90602,88,5,-118.02341,33.97317
90603,23,2,-117.99239,33.94487
90604,61,4,-118.01226,33.93012
90605,65,4,-118.02085,33.95209
90606,65,4,-118.0661,33.97742
90620,40,3,-118.01176,33.84616
90621,81,5,-117.99346,33.87396
90623,28,2,-118.04088,33.85038
90630,28,2,-118.03814,33.81814
90631,64,4,-117.95126,33.94266
90638,30,2,-118.00907,33.90236
90640,82,5,-118.111,34.01506
90650,73,4,-118.08249,33.90703
90660,74,4,-118.09111,33.98868
90670,65,4,-118.0626,33.93279
90680,89,5,-117.99532,33.80115
90701,69,4,-118.08055,33.8676
90703,19,1,-118.06874,33.86797
90704,86,5,-118.43678,33.3765
90706,86,5,-118.12709,33.88802
90710,82,5,-118.29918,33.79806
90712,37,2,-118.14677,33.849
90713,23,2,-118.11268,33.84797
90715,73,4,-118.07887,33.84037
90716,93,5,-118.07295,33.8305
90717,73,4,-118.31706,33.79345
90720,24,2,-118.06342,33.79573
90723,93,5,-118.16508,33.89768
90731,93,5,-118.27398,33.7334
90732,33,2,-118.31048,33.74319
90740,18,1,-118.07129,33.75461
90742,26,2,-118.07174,33.71834
90743,24,2,-118.08594,33.72963
90744,97,5,-118.26087,33.77821
90745,64,4,-118.26458,33.82117
90746,39,2,-118.25518,33.85855
90747,NA,NA,-118.25142,33.86372
90755,77,4,-118.16747,33.80274
90802,90,5,-118.21142999999999,33.75035
90803,34,2,-118.12178,33.76162
90804,96,5,-118.14917,33.78223
90805,96,5,-118.18051,33.86494
90806,96,5,-118.17797,33.80819
90807,47,3,-118.18113,33.83098
90808,12,1,-118.11236,33.82406
90810,88,5,-118.22096,33.81912
90813,100,5,-118.19656,33.78237
90814,67,4,-118.14351,33.7716
90815,31,2,-118.11592,33.79572
90822,3,1,-118.11871,33.77825
90831,NA,NA,-118.20055,33.76824
91001,40,3,-118.13866,34.19522
91006,27,2,-118.02667,34.1352
91007,50,3,-118.04818,34.12842
91008,21,2,-117.96862,34.15363
91010,73,4,-117.95918,34.14114
91011,2,1,-118.20346,34.21757
91016,60,4,-118.00065,34.15246
91020,59,3,-118.23065,34.21144
91024,14,1,-118.04654,34.17177
91030,39,2,-118.15748,34.11029
91040,44,3,-118.33468,34.25861
91042,68,4,-118.25701,34.30687
91046,71,4,-118.24092,34.2117
91101,77,4,-118.13895,34.14671
91103,86,5,-118.16446,34.16738
91104,70,4,-118.12341,34.16766
91105,25,2,-118.16716,34.14045
91106,57,3,-118.12825,34.13861
91107,38,2,-118.08688,34.15919
91108,8,1,-118.11363,34.12232
91201,74,4,-118.28902,34.17041
91202,61,4,-118.26761,34.18221
91203,79,4,-118.26355,34.15287
91204,86,5,-118.26093,34.13554
91205,90,5,-118.24339,34.13679
91206,70,4,-118.21311,34.16076
91207,29,2,-118.24477,34.16872
91208,18,1,-118.23839,34.19333
91210,63,4,-118.25809,34.14468
91214,19,1,-118.24778,34.23759
91301,13,1,-118.75685,34.12314
91302,19,1,-118.67193,34.12295
91303,91,5,-118.6017,34.19784
91304,79,4,-118.63261,34.22472
91306,75,4,-118.5755,34.20926
91307,16,1,-118.66226,34.20177
91311,33,2,-118.60776,34.29011
91316,46,3,-118.51658,34.15836
91320,17,1,-118.94795,34.17339
91321,81,5,-118.4922,34.36479
91324,66,4,-118.55015,34.23855
91325,74,4,-118.51777,34.23636
91326,20,2,-118.5566,34.28022
91330,2,1,-118.52669,34.2446
91331,87,5,-118.41939,34.25602
91335,85,5,-118.5407,34.20107
91340,86,5,-118.43479,34.28668
91342,73,4,-118.39207,34.31778
91343,89,5,-118.48076,34.23837
91344,32,2,-118.5047,34.28991
91345,62,4,-118.45948,34.26591
91350,17,1,-118.50283,34.43028
91351,67,4,-118.46276,34.43269
91352,86,5,-118.36596,34.23183
91354,9,1,-118.5528,34.46039
91355,37,2,-118.58437,34.42379
91356,51,3,-118.54757,34.15504
91360,39,2,-118.87735,34.21475
91361,11,1,-118.88398,34.14016
91362,18,1,-118.81949,34.19244
91364,26,2,-118.59492,34.1548
91367,36,2,-118.61518,34.17708
91371,NA,NA,-118.57605,34.18505
91377,13,1,-118.76652,34.1847
91381,17,1,-118.60744,34.3753
91384,39,2,-118.67289,34.51604
91387,55,3,-118.3707,34.39708
91390,10,1,-118.40668,34.53159
91401,90,5,-118.43183,34.17801
91402,98,5,-118.4448,34.22413
91403,37,2,-118.46311,34.14716
91405,96,5,-118.44863,34.20153
91406,89,5,-118.48987,34.19791
91411,92,5,-118.45956,34.17853
91423,33,2,-118.43239,34.14924
91436,6,1,-118.49053,34.15219
91501,69,4,-118.29431,34.19469
91502,92,5,-118.30936,34.17684
91504,46,3,-118.31478,34.21349
91505,49,3,-118.34692,34.17583
91506,46,3,-118.32384,34.17134
91601,88,5,-118.37222,34.16827
91602,50,3,-118.36633,34.15078
91604,33,2,-118.39435,34.13985
91605,94,5,-118.40067,34.20699
91606,92,5,-118.38867,34.18655
91607,68,4,-118.39982,34.16633
91608,NA,NA,-118.35272,34.13839
91701,22,2,-117.60028,34.13784
91702,80,5,-117.82614,34.24129
91706,81,5,-117.96855,34.09627
91708,36,2,-117.64506,33.95141
91709,22,2,-117.72549,33.95105
91710,59,3,-117.68249,34.00507
91711,31,2,-117.71523,34.12836
91722,59,3,-117.90612,34.09731
91723,72,4,-117.88652,34.08495
91724,50,3,-117.85515,34.0805
91730,70,4,-117.5811,34.10023
91731,94,5,-118.04047,34.07914
91732,95,5,-118.01455,34.07239
91733,91,5,-118.05314,34.0454
91737,20,2,-117.57808,34.15523
91739,30,2,-117.51558,34.1622
91740,58,3,-117.8534,34.11884
91741,24,2,-117.83197,34.1647
91744,74,4,-117.93735,34.02914
91745,34,2,-117.97225,33.99926
91746,72,4,-117.98785,34.04397
91748,56,3,-117.89924,33.9769
91750,34,2,-117.76647,34.14927
91752,69,4,-117.53399,33.99575
91754,71,4,-118.14451,34.051
91755,81,5,-118.11496,34.04832
91759,8,1,-117.69194,34.2541
91761,67,4,-117.5915,34.03541
91762,88,5,-117.64308,34.02764
91763,81,5,-117.69828,34.07208
91764,88,5,-117.60164,34.07533
91765,20,2,-117.81473,33.98725
91766,87,5,-117.75698,34.04192
91767,89,5,-117.73868,34.08143
91768,93,5,-117.78941,34.06358
91770,84,5,-118.08361,34.06395
91773,26,2,-117.80928,34.1072
91775,33,2,-118.08946,34.11454
91776,79,4,-118.09519,34.08987
91780,46,3,-118.05584,34.10152
91784,5,1,-117.65831,34.14103
91786,79,4,-117.66206,34.10525
91789,17,1,-117.85408,34.01858
91790,54,3,-117.93788,34.06722
91791,54,3,-117.89425,34.06134
91792,67,4,-117.89989,34.02586
91801,77,4,-118.12776,34.09093
91803,74,4,-118.14624,34.0749
91901,32,2,-116.71929,32.81467
91902,28,2,-117.00475,32.67479
91905,67,4,-116.30734,32.67773
91906,75,4,-116.47255,32.66241
91910,82,5,-117.06301,32.63653
91911,84,5,-117.04984,32.60686
91913,37,2,-116.98609,32.62174
91914,12,1,-116.95426,32.66604
91915,18,1,-116.95013,32.62266
91916,20,2,-116.63201,32.91103
91917,49,3,-116.71894,32.6267
91931,79,4,-116.58029,32.83758
91932,87,5,-117.11798,32.56923
91934,43,3,-116.16828,32.66488
91935,16,1,-116.78721,32.70214
91941,48,3,-116.99253,32.75964
91942,63,4,-117.02129,32.77728
91945,79,4,-117.03402,32.73315
91948,32,2,-116.47076,32.87509
91950,94,5,-117.09313,32.66952
91962,19,1,-116.48044,32.79248
91963,52,3,-116.5964,32.64798
91977,73,4,-116.99631,32.72387
91978,53,3,-116.94103,32.71209
91980,59,3,-116.61969,32.58685
92003,24,2,-117.19977,33.28701
92004,77,4,-116.15688,33.18481
92007,21,2,-117.27389,33.02216
92008,45,3,-117.31691,33.14564
92009,17,1,-117.24574,33.09535
92010,25,2,-117.28423,33.15676
92011,22,2,-117.29507,33.10698
92014,4,1,-117.24879,32.96797
92019,57,3,-116.87142,32.77886
92020,89,5,-116.9697,32.79557
92021,81,5,-116.87462,32.83514
92024,28,2,-117.25651,33.05716
92025,89,5,-117.02967,33.08492
92026,62,4,-117.11157,33.2111
92027,73,4,-116.98335,33.13263
92028,56,3,-117.22658,33.38613
92029,21,2,-117.12885,33.08555
92036,42,3,-116.37672,33.01137
92037,27,2,-117.25104,32.85257
92040,45,3,-116.88875,32.90665
92054,75,4,-117.35508,33.19377
92055,59,3,-117.42874,33.38123
92056,45,3,-117.28939,33.20197
92057,55,3,-117.28704,33.25326
92058,64,4,-117.34182,33.28379
92059,77,4,-117.05193,33.38277
92060,14,1,-116.86451,33.35043
92061,46,3,-116.93048,33.30036
92064,22,2,-117.01746,32.98038
92065,36,2,-116.84386,33.04736
92066,65,4,-116.53583,33.21541
92067,5,1,-117.19209,33.02087
92069,69,4,-117.15761,33.17536
92070,82,5,-116.74071000000001,33.18513
92071,33,2,-116.99479,32.85045
92075,34,2,-117.25875,32.99735
92078,44,3,-117.18554,33.11834
92081,47,3,-117.24056,33.16451
92082,42,3,-117.00284,33.2518
92083,77,4,-117.24844,33.19808
92084,71,4,-117.20334,33.22454
92086,40,3,-116.64176,33.29718
92091,2,1,-117.19704,33.03432
92101,71,4,-117.18589,32.7162
92102,96,5,-117.11749,32.71595
92103,37,2,-117.16738,32.74782
92104,78,4,-117.12781,32.74191
92105,98,5,-117.09193,32.73756
92106,26,2,-117.23617,32.71334
92107,43,3,-117.24357,32.7402
92108,55,3,-117.14097,32.77423
92109,40,3,-117.23273,32.78699
92110,50,3,-117.19965,32.76533
92111,74,4,-117.16897,32.8065
92113,100,5,-117.12012,32.69591
92114,76,4,-117.05529,32.70778
92115,92,5,-117.07187,32.76154
92116,58,3,-117.12303,32.76484
92117,50,3,-117.19972,32.82493
92118,25,2,-117.16915,32.67466
92119,26,2,-117.03232,32.80896
92120,19,1,-117.07317,32.79526
92121,35,2,-117.20231,32.8973
92122,51,3,-117.21017,32.85681
92123,44,3,-117.13419,32.80958
92124,25,2,-117.08528,32.82823
92126,39,2,-117.14344,32.912
92127,8,1,-117.12339,33.01913
92128,14,1,-117.07308,32.99687
92129,20,2,-117.12622,32.96354
92130,18,1,-117.20586,32.94763
92131,6,1,-117.05737,32.89604
92132,NA,NA,-117.17201,32.71368
92134,1,1,-117.14541,32.72512
92135,1,1,-117.19461,32.69487
92139,67,4,-117.04889,32.68006
92140,16,1,-117.1984,32.74041
92145,20,2,-117.14579,32.86292
92147,1,1,-117.21895,32.72478
92154,77,4,-116.96621,32.578
92155,1,1,-117.16714,32.67148
92173,99,5,-117.05114,32.55552
92201,90,5,-116.23502,33.70804
92203,38,2,-116.24139,33.75159
92210,10,1,-116.33953,33.70357
92211,19,1,-116.33241,33.76593
92220,76,4,-116.83935,33.93992
92222,NA,NA,-114.54965,32.78346
92223,42,3,-116.98137,33.9382
92225,93,5,-114.65606,33.71642
92227,92,5,-115.3341,32.98677
92230,94,5,-116.76879,33.9088
92231,91,5,-115.56433,32.68751
92233,97,5,-115.50686,33.14736
92234,84,5,-116.46663,33.81386
92236,90,5,-116.07254,33.70276
92239,64,4,-115.24396,33.87424
92240,95,5,-116.5194,33.95291
92241,63,4,-116.28342,33.84634
92242,47,3,-114.30755,34.19019
92243,92,5,-115.60065,32.77285
92249,69,4,-115.48218,32.72606
92250,90,5,-115.23454,32.79188
92251,45,3,-115.71804,32.87129
92252,75,4,-116.28422,34.14801
92253,35,2,-116.28785,33.65562
92254,94,5,-115.99995,33.54371
92256,68,4,-116.61761,34.07207
92257,89,5,-115.52814,33.33976
92258,50,3,-116.56002,33.91791
92259,85,5,-115.94632,32.73478
92260,55,3,-116.40519,33.69841
92262,80,5,-116.55736,33.86287
